0.00927,0.846,0.0578
0.00953,0.835,0.0585
0.0098,0.865,0.0484
0.0101,0.783,0.0403
0.0104,0.807,0.0387
0.0106,0.704,0.0317
0.0109,0.729,0.0301
0.0113,0.681,0.0265
0.0116,0.677,0.0244
0.0119,0.639,0.0218
0.0122,0.638,0.0204
0.0126,0.605,0.0181
0.0129,0.549,0.0162
0.0133,0.546,0.015
0.0137,0.505,0.0134
0.0141,0.511,0.0126
0.0145,0.463,0.0112
0.0149,0.417,0.00986
0.0153,0.381,0.00878
0.0157,0.369,0.00816
0.0161,0.338,0.00724
0.0166,0.294,0.00638
0.0171,0.258,0.00563
0.0175,0.231,0.00501
0.018,0.201,0.00452
0.0186,0.187,0.00571
0.0191,0.151,0.0046
0.0196,0.123,0.00371
0.0202,0.102,0.0031
0.0207,0.0892,0.00282
0.0213,0.0727,0.00235
0.0219,0.0572,0.00195
0.0225,0.0453,0.00148
0.0232,0.0341,0.00119
0.0238,0.0288,0.00103
0.0245,0.0227,0.000855
0.0252,0.0195,0.000781
0.0259,0.016,0.000667
0.0266,0.0132,0.000582
0.0274,0.0125,0.000545
0.0281,0.012,0.000511
0.0289,0.0121,0.00049
0.0297,0.012,0.000464
0.0306,0.0123,0.000454
0.0314,0.0127,0.000438
0.0323,0.0131,0.00043
0.0332,0.0128,0.000409
0.0342,0.0123,0.000384
0.0351,0.0117,0.000362
0.0361,0.0106,0.000329
0.0371,0.00905,0.00029
0.0382,0.00777,0.000258
0.0393,0.00604,0.000217
0.0404,0.00517,0.000191
0.0415,0.00329,0.000145
0.0427,0.00254,0.000122
0.0439,0.00105,7.61e-05
0.0451,0.000717,6.21e-05
0.0464,0.000265,3.38e-05
0.0477,0.000157,2.47e-05
0.049,0.000205,2.66e-05
0.0504,0.000352,3.39e-05
0.0518,0.000577,4.28e-05
0.0533,0.000897,5.28e-05
0.0548,0.000913,5.24e-05
0.0563,0.000917,5.05e-05
0.0579,0.000931,4.89e-05
0.0595,0.000718,4.14e-05
0.0612,0.000545,3.48e-05
0.0629,0.000326,2.56e-05
0.0647,0.000223,2.05e-05
0.0665,0.00013,1.48e-05
0.0684,0.000102,1.3e-05
0.0703,0.000121,1.33e-05
0.0723,0.000201,1.65e-05
0.0743,0.000271,1.86e-05
0.0764,0.000326,1.98e-05
0.0786,0.000333,1.94e-05
0.0808,0.000252,1.59e-05
0.0831,0.000185,1.31e-05
0.0854,0.000131,1.06e-05
0.0878,5.81e-05,6.66e-06
0.0903,1.92e-05,3.67e-06
0.0928,9.16e-06,2.48e-06
0.0954,1.86e-05,3.35e-06
0.0981,2.49e-05,3.78e-06
0.101,3.35e-05,4.27e-06
0.104,3.15e-05,4.12e-06
0.107,2.48e-05,3.57e-06
0.11,1.96e-05,3.1e-06
0.113,1.73e-05,2.89e-06
0.116,1.81e-05,2.87e-06
0.119,2.34e-05,3.27e-06
0.122,3.04e-05,3.67e-06
0.126,2.94e-05,3.65e-06
0.129,3.33e-05,3.86e-06
0.133,2.24e-05,3.3e-06
0.137,1.43e-05,2.56e-06
0.141,1.16e-05,2.24e-06
0.145,1.05e-05,2.06e-06
0.149,1.33e-05,2.27e-06
0.153,1.07e-05,2e-06
0.157,8.19e-06,1.68e-06
0.162,1.21e-05,2.03e-06
0.166,1.11e-05,1.89e-06
0.171,1.01e-05,1.75e-06
0.176,8.06e-06,1.53e-06
0.181,7.9e-06,1.48e-06
0.186,9.12e-06,1.59e-06
0.191,8.74e-06,1.55e-06
0.196,8.28e-06,1.5e-06
0.202,7.4e-06,1.38e-06
0.208,5.98e-06,1.25e-06
0.213,6.93e-06,1.36e-06
0.219,6.48e-06,1.31e-06
0.226,7.69e-06,1.51e-06
0.232,8.69e-06,1.63e-06
0.238,9.67e-06,1.8e-06
0.245,8.97e-06,1.83e-06
0.252,8.54e-06,1.88e-06
0.259,4.61e-06,1.43e-06
0.266,9.33e-06,2.18e-06
0.272,7.53e-06,3.03e-06
