0.00927,0.97,0.0753
0.00953,1.05,0.0779
0.0098,1.07,0.0667
0.0101,1,0.0562
0.0104,1,0.0525
0.0106,0.945,0.0456
0.0109,1.02,0.0439
0.0113,0.954,0.0386
0.0116,0.96,0.0358
0.0119,0.967,0.033
0.0122,0.976,0.0311
0.0126,0.98,0.0286
0.0129,0.945,0.0264
0.0133,0.899,0.024
0.0137,0.907,0.0224
0.0141,0.925,0.0212
0.0145,0.92,0.0198
0.0149,0.765,0.0166
0.0153,0.709,0.0148
0.0157,0.662,0.0135
0.0161,0.611,0.012
0.0166,0.612,0.0114
0.0171,0.588,0.0106
0.0175,0.565,0.00975
0.018,0.528,0.00918
0.0186,0.511,0.0134
0.0191,0.469,0.0117
0.0196,0.416,0.00998
0.0202,0.353,0.00828
0.0207,0.327,0.00777
0.0213,0.271,0.00642
0.0219,0.225,0.00536
0.0225,0.186,0.00401
0.0232,0.144,0.00318
0.0238,0.116,0.0026
0.0245,0.092,0.00214
0.0252,0.0816,0.00195
0.0259,0.0644,0.00161
0.0266,0.0603,0.00148
0.0274,0.06,0.00143
0.0281,0.0583,0.00133
0.0289,0.0603,0.00131
0.0297,0.062,0.00127
0.0306,0.0618,0.00122
0.0314,0.0594,0.00114
0.0323,0.0572,0.00107
0.0332,0.0527,0.000977
0.0342,0.0455,0.000854
0.0351,0.0375,0.000733
0.0361,0.0301,0.000614
0.0371,0.0226,0.0005
0.0382,0.0154,0.000385
0.0393,0.00981,0.000287
0.0404,0.00611,0.000213
0.0415,0.00304,0.000141
0.0427,0.00182,0.000104
0.0439,0.0015,9.35e-05
0.0451,0.00157,9.59e-05
0.0464,0.00164,8.64e-05
0.0477,0.00162,8.42e-05
0.049,0.00124,6.88e-05
0.0504,0.000894,5.61e-05
0.0518,0.000387,3.47e-05
0.0533,0.000126,1.91e-05
0.0548,0.000153,2e-05
0.0563,0.000467,3.42e-05
0.0579,0.00111,5.17e-05
0.0595,0.00153,6.05e-05
0.0612,0.0019,6.71e-05
0.0629,0.00184,6.34e-05
0.0647,0.00148,5.43e-05
0.0665,0.00101,4.2e-05
0.0684,0.00062,3.12e-05
0.0703,0.000377,2.28e-05
0.0723,0.000358,2.14e-05
0.0743,0.000493,2.44e-05
0.0764,0.00073,2.9e-05
0.0786,0.000874,3.12e-05
0.0808,0.000759,2.77e-05
0.0831,0.000536,2.21e-05
0.0854,0.000284,1.52e-05
0.0878,0.000102,8.51e-06
0.0903,2.99e-05,4.44e-06
0.0928,2.99e-05,4.42e-06
0.0954,3.42e-05,4.48e-06
0.0981,2.73e-05,3.79e-06
0.101,1.77e-05,3e-06
0.104,3.27e-05,4.06e-06
0.107,6.85e-05,5.82e-06
0.11,0.000101,7.13e-06
0.113,9.04e-05,6.57e-06
0.116,5.64e-05,4.93e-06
0.119,3.06e-05,3.54e-06
0.122,4.87e-05,4.46e-06
0.126,5.17e-05,4.68e-06
0.129,5.1e-05,4.6e-06
0.133,3.28e-05,3.78e-06
0.137,1.13e-05,2.22e-06
0.141,7.15e-06,1.68e-06
0.145,1.01e-05,1.92e-06
0.149,5.65e-06,1.39e-06
0.153,6.25e-06,1.46e-06
0.157,1.12e-05,1.88e-06
0.162,1.3e-05,1.99e-06
0.166,1.12e-05,1.79e-06
0.171,1.08e-05,1.73e-06
0.176,9.74e-06,1.61e-06
0.181,6.7e-06,1.3e-06
0.186,5.96e-06,1.22e-06
0.191,6.05e-06,1.22e-06
0.196,4.95e-06,1.1e-06
0.202,6.18e-06,1.21e-06
0.208,4.5e-06,1.03e-06
0.213,5.59e-06,1.17e-06
0.219,8.11e-06,1.4e-06
0.226,5.16e-06,1.17e-06
0.232,5.04e-06,1.18e-06
0.238,5.74e-06,1.32e-06
0.245,4.62e-06,1.28e-06
0.252,5.91e-06,1.51e-06
0.259,4.11e-06,1.31e-06
0.266,6.25e-06,1.71e-06
0.272,3.13e-06,1.86e-06
