0.00927,1.07,0.0796
0.00953,1.12,0.0849
0.0098,1.1,0.0678
0.0101,0.988,0.0551
0.0104,1.02,0.0523
0.0106,0.994,0.046
0.0109,0.99,0.0425
0.0113,1.05,0.0405
0.0116,0.959,0.0354
0.0119,0.97,0.0331
0.0122,0.964,0.0305
0.0126,0.947,0.0278
0.0129,0.95,0.0263
0.0133,0.916,0.024
0.0137,0.891,0.022
0.0141,0.991,0.0219
0.0145,0.9,0.0195
0.0149,0.689,0.0156
0.0153,0.558,0.013
0.0157,0.468,0.0112
0.0162,0.429,0.00989
0.0166,0.406,0.00911
0.0171,0.386,0.0084
0.0176,0.343,0.00746
0.0181,0.306,0.00697
0.0186,0.272,0.00835
0.0191,0.244,0.00728
0.0196,0.186,0.00562
0.0202,0.152,0.00464
0.0207,0.127,0.00406
0.0213,0.104,0.00341
0.0219,0.071,0.0026
0.0225,0.0484,0.00176
0.0232,0.0361,0.00141
0.0238,0.0248,0.00109
0.0245,0.0155,0.00081
0.0252,0.0126,0.00071
0.0259,0.0114,0.000636
0.0266,0.0129,0.000649
0.0274,0.0156,0.000688
0.0282,0.0184,0.000716
0.029,0.0209,0.00073
0.0298,0.023,0.000739
0.0306,0.0232,0.000714
0.0315,0.0234,0.000688
0.0324,0.0219,0.00064
0.0333,0.0202,0.000584
0.0342,0.0162,0.000494
0.0352,0.013,0.00042
0.0362,0.00903,0.000327
0.0372,0.00627,0.000258
0.0382,0.00353,0.000181
0.0393,0.00161,0.000116
0.0404,0.000755,7.62e-05
0.0416,0.000332,4.85e-05
0.0427,0.000352,4.7e-05
0.0439,0.00057,5.77e-05
0.0452,0.000968,7.58e-05
0.0464,0.00104,6.93e-05
0.0477,0.000987,6.51e-05
0.0491,0.000691,5.22e-05
0.0505,0.000419,3.89e-05
0.0519,0.000174,2.35e-05
0.0534,0.000112,1.84e-05
0.0549,0.000162,2.08e-05
0.0564,0.00047,3.48e-05
0.058,0.000719,4.21e-05
0.0596,0.0011,5.26e-05
0.0613,0.00123,5.45e-05
0.063,0.00103,4.77e-05
0.0648,0.000731,3.83e-05
0.0666,0.000438,2.77e-05
0.0685,0.000191,1.75e-05
0.0704,8.14e-05,1.08e-05
0.0724,8.5e-05,1.07e-05
0.0745,0.000223,1.65e-05
0.0766,0.000373,2.09e-05
0.0787,0.00042,2.17e-05
0.0809,0.000352,1.89e-05
0.0832,0.000228,1.44e-05
0.0856,0.000103,9.2e-06
0.088,3.18e-05,4.82e-06
0.0905,1.71e-05,3.44e-06
0.093,3.48e-05,4.78e-06
0.0956,4.58e-05,5.25e-06
0.0983,1.96e-05,3.3e-06
0.101,1.68e-05,2.98e-06
0.104,2.36e-05,3.48e-06
0.107,4.51e-05,4.82e-06
0.11,6.51e-05,5.76e-06
0.113,4.53e-05,4.68e-06
0.116,2.86e-05,3.58e-06
0.119,1.3e-05,2.33e-06
0.123,2.44e-05,3.21e-06
0.126,2.95e-05,3.6e-06
0.13,3.01e-05,3.84e-06
0.133,1.72e-05,2.81e-06
0.137,6.53e-06,1.68e-06
0.141,4.9e-06,1.4e-06
0.145,9.12e-06,1.85e-06
0.149,8.18e-06,1.73e-06
0.153,7.39e-06,1.6e-06
0.158,7.53e-06,1.56e-06
0.162,5.28e-06,1.3e-06
0.167,1.02e-05,1.76e-06
0.171,6.02e-06,1.31e-06
0.176,6.93e-06,1.38e-06
0.181,5.41e-06,1.2e-06
0.186,4.58e-06,1.09e-06
0.192,4.9e-06,1.12e-06
0.197,4.42e-06,1.06e-06
0.202,4.11e-06,1e-06
0.208,4.84e-06,1.09e-06
0.214,7.21e-06,1.34e-06
0.22,5.81e-06,1.21e-06
0.226,6e-06,1.29e-06
0.233,6.39e-06,1.37e-06
0.239,4.86e-06,1.27e-06
0.246,2.41e-06,9.46e-07
0.253,6.05e-06,1.54e-06
0.26,4.69e-06,1.45e-06
0.267,5.05e-06,1.58e-06
0.272,6.26e-06,3.08e-06
