0.00927,0.898,0.0606
0.00953,1.01,0.0654
0.0098,0.931,0.0514
0.0101,0.893,0.0444
0.0104,0.859,0.0407
0.0106,0.85,0.036
0.0109,0.831,0.0325
0.0113,0.851,0.0306
0.0116,0.872,0.0284
0.0119,0.803,0.0252
0.0122,0.825,0.0238
0.0126,0.806,0.0216
0.0129,0.78,0.0199
0.0133,0.755,0.0182
0.0137,0.758,0.017
0.0141,0.719,0.0154
0.0145,0.707,0.0143
0.0149,0.676,0.013
0.0153,0.614,0.0114
0.0157,0.622,0.0109
0.0161,0.583,0.00976
0.0166,0.543,0.0089
0.0171,0.508,0.00811
0.0175,0.478,0.0074
0.018,0.442,0.00695
0.0186,0.422,0.0106
0.0191,0.382,0.0092
0.0196,0.328,0.00761
0.0202,0.284,0.00638
0.0207,0.267,0.00601
0.0213,0.233,0.00515
0.0219,0.202,0.00443
0.0225,0.179,0.00355
0.0232,0.15,0.00296
0.0238,0.127,0.00251
0.0245,0.107,0.00212
0.0252,0.0918,0.0019
0.0259,0.0824,0.00168
0.0266,0.07,0.00146
0.0274,0.0611,0.0013
0.0281,0.0534,0.00115
0.0289,0.051,0.00107
0.0297,0.0457,0.000953
0.0306,0.0445,0.000906
0.0314,0.0419,0.000836
0.0323,0.0383,0.000765
0.0332,0.0371,0.000722
0.0342,0.0336,0.000652
0.0351,0.0315,0.000608
0.0361,0.028,0.000542
0.0371,0.0238,0.00048
0.0382,0.0207,0.000426
0.0393,0.0171,0.000367
0.0404,0.0138,0.000314
0.0415,0.0105,0.00026
0.0427,0.00751,0.000209
0.0439,0.00486,0.000166
0.0451,0.00282,0.000126
0.0464,0.00149,7.89e-05
0.0477,0.000503,4.37e-05
0.049,0.000186,2.56e-05
0.0504,0.000149,2.17e-05
0.0518,0.000347,3.29e-05
0.0533,0.000645,4.35e-05
0.0548,0.000965,5.24e-05
0.0563,0.000997,5.09e-05
0.0579,0.00112,5.2e-05
0.0595,0.00109,5e-05
0.0612,0.00105,4.79e-05
0.0629,0.000733,3.78e-05
0.0647,0.000583,3.26e-05
0.0665,0.00049,2.84e-05
0.0684,0.00051,2.8e-05
0.0703,0.000534,2.74e-05
0.0723,0.000624,2.89e-05
0.0743,0.000694,2.94e-05
0.0764,0.000706,2.86e-05
0.0786,0.000694,2.75e-05
0.0808,0.000614,2.47e-05
0.0831,0.000516,2.17e-05
0.0854,0.000297,1.55e-05
0.0878,0.000162,1.08e-05
0.0903,6.6e-05,6.62e-06
0.0928,1.71e-05,3.23e-06
0.0954,1.33e-05,2.76e-06
0.0981,2.93e-05,4e-06
0.101,4.18e-05,4.64e-06
0.104,4.4e-05,4.74e-06
0.107,4.33e-05,4.57e-06
0.11,3.94e-05,4.29e-06
0.113,4.34e-05,4.43e-06
0.116,4.36e-05,4.32e-06
0.119,5.82e-05,4.99e-06
0.122,5.51e-05,4.77e-06
0.126,5.78e-05,4.98e-06
0.129,5.3e-05,4.68e-06
0.133,2.83e-05,3.49e-06
0.137,9.86e-06,2.06e-06
0.141,1.19e-05,2.16e-06
0.145,1.05e-05,1.96e-06
0.149,1.59e-05,2.37e-06
0.153,9.19e-06,1.77e-06
0.157,1.41e-05,2.1e-06
0.162,1.84e-05,2.38e-06
0.166,1.46e-05,2.06e-06
0.171,1.35e-05,1.94e-06
0.176,1.24e-05,1.83e-06
0.181,8.2e-06,1.45e-06
0.186,7.17e-06,1.34e-06
0.191,7.89e-06,1.41e-06
0.196,8.17e-06,1.41e-06
0.202,6.59e-06,1.26e-06
0.208,1.02e-05,1.58e-06
0.213,1.12e-05,1.65e-06
0.219,8.97e-06,1.47e-06
0.226,9.27e-06,1.58e-06
0.232,9.08e-06,1.6e-06
0.238,6.03e-06,1.35e-06
0.245,8.25e-06,1.69e-06
0.252,6.68e-06,1.61e-06
0.259,7.71e-06,1.8e-06
0.266,5.65e-06,1.64e-06
0.272,5.95e-06,2.6e-06
