0.00927,0.876,0.0598
0.00953,0.931,0.0635
0.0098,0.798,0.0472
0.0101,0.786,0.0403
0.0104,0.716,0.0359
0.0106,0.769,0.0338
0.0109,0.73,0.0303
0.0113,0.707,0.0272
0.0116,0.626,0.0232
0.0119,0.658,0.0223
0.0122,0.651,0.0207
0.0126,0.612,0.0184
0.0129,0.577,0.0167
0.0133,0.554,0.0153
0.0137,0.532,0.0139
0.0141,0.533,0.0129
0.0145,0.488,0.0116
0.0149,0.425,0.01
0.0153,0.396,0.00901
0.0157,0.367,0.00818
0.0162,0.322,0.00707
0.0166,0.306,0.00655
0.0171,0.27,0.0058
0.0176,0.235,0.0051
0.018,0.216,0.00476
0.0186,0.18,0.00558
0.0191,0.158,0.00475
0.0196,0.135,0.00396
0.0202,0.107,0.0032
0.0207,0.0899,0.00283
0.0213,0.0779,0.00248
0.0219,0.0586,0.00199
0.0225,0.0463,0.00151
0.0232,0.0362,0.00124
0.0238,0.0296,0.00105
0.0245,0.0221,0.000849
0.0252,0.0197,0.000792
0.0259,0.0146,0.000641
0.0266,0.0133,0.000587
0.0274,0.0123,0.000544
0.0281,0.0107,0.000485
0.0289,0.0119,0.000486
0.0298,0.0115,0.000457
0.0306,0.013,0.00047
0.0315,0.0128,0.000443
0.0323,0.0124,0.00042
0.0333,0.0132,0.000417
0.0342,0.0123,0.000386
0.0351,0.0123,0.000374
0.0361,0.0103,0.000325
0.0372,0.01,0.000311
0.0382,0.00825,0.000268
0.0393,0.00672,0.00023
0.0404,0.00527,0.000195
0.0415,0.00358,0.000153
0.0427,0.00245,0.00012
0.0439,0.00133,8.66e-05
0.0451,0.000809,6.58e-05
0.0464,0.000291,3.47e-05
0.0477,0.000167,2.52e-05
0.0491,0.000205,2.66e-05
0.0504,0.000313,3.22e-05
0.0519,0.000636,4.53e-05
0.0533,0.000791,4.94e-05
0.0548,0.000942,5.33e-05
0.0564,0.000963,5.17e-05
0.0579,0.000939,4.9e-05
0.0596,0.000767,4.3e-05
0.0613,0.000581,3.61e-05
0.063,0.000358,2.68e-05
0.0648,0.000193,1.89e-05
0.0666,0.000147,1.57e-05
0.0685,0.00013,1.44e-05
0.0704,0.000128,1.36e-05
0.0724,0.000195,1.62e-05
0.0744,0.000255,1.8e-05
0.0765,0.000288,1.84e-05
0.0786,0.000285,1.77e-05
0.0809,0.000259,1.62e-05
0.0831,0.000197,1.35e-05
0.0855,0.000129,1.05e-05
0.0879,5.1e-05,6.22e-06
0.0904,2.14e-05,3.85e-06
0.0929,1.14e-05,2.77e-06
0.0955,2.34e-05,3.74e-06
0.0982,3.86e-05,4.66e-06
0.101,3.91e-05,4.6e-06
0.104,3.93e-05,4.58e-06
0.107,2.23e-05,3.36e-06
0.11,1.38e-05,2.61e-06
0.113,1.86e-05,3e-06
0.116,2.19e-05,3.18e-06
0.119,1.84e-05,2.87e-06
0.123,3.08e-05,3.67e-06
0.126,3.6e-05,4.04e-06
0.13,3.39e-05,3.84e-06
0.133,1.68e-05,2.78e-06
0.137,8.46e-06,1.92e-06
0.141,1.16e-05,2.19e-06
0.145,1.27e-05,2.23e-06
0.149,1.02e-05,1.94e-06
0.153,7.99e-06,1.68e-06
0.157,9.23e-06,1.74e-06
0.162,1.2e-05,2e-06
0.166,7.03e-06,1.47e-06
0.171,1.04e-05,1.76e-06
0.176,1.03e-05,1.71e-06
0.181,8.61e-06,1.54e-06
0.186,1.04e-05,1.68e-06
0.191,9.05e-06,1.55e-06
0.197,6.25e-06,1.28e-06
0.202,8.67e-06,1.48e-06
0.208,7.04e-06,1.33e-06
0.214,1.06e-05,1.65e-06
0.22,7.46e-06,1.38e-06
0.226,7.93e-06,1.49e-06
0.232,6.86e-06,1.43e-06
0.239,8.98e-06,1.71e-06
0.246,6.72e-06,1.56e-06
0.252,5.77e-06,1.53e-06
0.26,7.18e-06,1.8e-06
0.267,1.09e-05,2.34e-06
0.272,8.92e-06,3.49e-06
